iter	Logloss
178	0.4074022075
179	0.406931857
180	0.4065494911
181	0.4061467843
182	0.4058650701
183	0.4056380145
184	0.4051341197
185	0.404762365
186	0.404456356
187	0.4043817622
188	0.4040862216
189	0.4038985254
190	0.4036430814
191	0.4033271634
192	0.4029948202
193	0.4025169114
194	0.4022535721
195	0.401823846
196	0.4015480261
197	0.4011314084
198	0.4009360769
199	0.4006012262
200	0.400241204
201	0.3998392314
202	0.3996331795
203	0.3993854717
204	0.3990719657
205	0.3988167151
206	0.3983844428
207	0.3979748519
208	0.397739331
209	0.3973072949
210	0.3971292425
211	0.3965886876
212	0.39628653
213	0.3960587224
214	0.395830642
215	0.3957148038
216	0.3956503428
217	0.3955557771
218	0.3952189168
219	0.3950875566
220	0.3948027344
221	0.3946747711
222	0.3944382982
223	0.393958716
224	0.3936341821
225	0.3935936335
226	0.3932565867
227	0.3930021457
228	0.3927870947
229	0.3924555986
230	0.3921757766
231	0.3917931766
232	0.3915966685
233	0.3912955599
234	0.3909397141
235	0.390621689
236	0.3902463661
237	0.3900566168
238	0.3898402271
239	0.3895810997
240	0.3893309701
241	0.3892998063
242	0.3889131681
243	0.3886076423
244	0.3882846234
245	0.3881067573
246	0.387709751
247	0.3874490327
248	0.387070598
249	0.3868782152
250	0.3866652472
251	0.3865736981
252	0.3865477915
253	0.3864785972
254	0.3861964478
255	0.3860922409
256	0.386067849
257	0.3857218429
258	0.3854740675
259	0.3852120814
260	0.3851057775
261	0.3848414292
262	0.38437943
263	0.3841924253
264	0.384090451
265	0.3839101117
266	0.3836910348
267	0.383528879
268	0.3832645272
269	0.3830864284
270	0.3827885311
271	0.3824429782
272	0.382197361
273	0.3819006718
274	0.3817379317
275	0.3814549933
276	0.3813138961
277	0.3809984879
278	0.380875138
279	0.38057941
280	0.3803415691
281	0.3799625055
282	0.3798450972
283	0.3796905347
284	0.379383191
285	0.3791874184
286	0.3788341074
287	0.3786625312
288	0.3784730311
289	0.3783026933
290	0.3781422717
291	0.3779630848
292	0.3776756593
293	0.3775219344
294	0.3772196842
295	0.3770077626
296	0.3768284247
297	0.3766558187
298	0.3764405357
299	0.376116108
300	0.3758810987
301	0.3758634064
302	0.375623284
303	0.3754710179
304	0.3753030704
305	0.3752023659
306	0.3749920594
307	0.3747777632
308	0.3745755219
309	0.3743279198
310	0.3742205257
311	0.3740265039
312	0.3738481812
313	0.3736399675
314	0.3735583228
315	0.3735475653
316	0.3734535825
317	0.3731517411
318	0.3728556112
319	0.3725637343
320	0.3723200989
321	0.372116032
322	0.3720809599
323	0.3717572238
324	0.3716063344
325	0.3715969995
326	0.3714274766
327	0.3712596268
328	0.3710681901
329	0.3708839204
330	0.3707158195
331	0.3705360916
332	0.3704983925
333	0.3703439114
334	0.3702697852
335	0.370126063
336	0.3700816542
337	0.3697861185
338	0.3696034748
339	0.3695056167
340	0.3693387557
341	0.3693247801
342	0.3690970285
343	0.3690787757
344	0.3688592175
345	0.3686776775
346	0.3685991361
347	0.3685058423
348	0.3684810939
349	0.3684292327
350	0.3682871727
351	0.3680694278
352	0.3679539675
353	0.3677516111
354	0.367537755
355	0.3671188947
356	0.3668919688
357	0.3666358631
358	0.3663432116
359	0.3662504071
360	0.3661435647
361	0.3660530002
362	0.3659523287
363	0.3657933153
364	0.3657196954
365	0.3655646865
366	0.3655238336
367	0.3653786082
368	0.3650978713
369	0.3650049494
370	0.3647743934
371	0.3646834472
372	0.3644795489
373	0.3641809964
374	0.3640610276
375	0.3640081829
376	0.3639681193
377	0.3638004262
378	0.3636656834
379	0.3635133816
380	0.363277582
381	0.3631915926
382	0.3631112525
383	0.3629673666
384	0.3628213372
385	0.3626976641
386	0.362496004
387	0.3623580879
388	0.3623085684
389	0.3621156097
390	0.3619321608
391	0.3619108731
392	0.3617293635
393	0.3615725142
394	0.36156617
395	0.361290403
396	0.3609548834
397	0.360811101
398	0.3606545499
399	0.3604900404
400	0.3602679158
401	0.3601677203
402	0.3600548758
403	0.3599579853
404	0.3597688145
405	0.3597443308
406	0.3595963343
407	0.3594125449
408	0.359313158
409	0.3592201528
410	0.3589755545
411	0.3588784067
412	0.3587296556
413	0.3586219803
414	0.3585652524
415	0.3584801659
416	0.3583697562
417	0.3582291019
418	0.3581030413
419	0.3580271633
420	0.3578746037
421	0.3578279323
422	0.357739669
423	0.3574955998
424	0.3572933279
425	0.3570113993
426	0.3568306655
427	0.3566821855
428	0.3566794177
429	0.3565874042
430	0.3564450082
431	0.3563157027
432	0.3561936499
433	0.356062237
434	0.3559382515
435	0.3558252151
436	0.3556939953
437	0.3555178082
438	0.3554364565
439	0.3552034937
440	0.3550496061
441	0.3546989093
442	0.3546404113
443	0.3545061406
444	0.3544988755
445	0.3543933814
446	0.3542654357
447	0.3541438778
448	0.3540240523
449	0.3538988776
450	0.353748487
451	0.3535834041
452	0.3534497978
453	0.353425113
454	0.3533165499
455	0.3532631264
456	0.3531333474
457	0.352693471
458	0.3526890663
459	0.3526870504
460	0.3525705498
461	0.3525255357
462	0.3524126194
463	0.3521792375
464	0.3520748896
465	0.3518726881
466	0.3517244961
467	0.3516227208
468	0.3514636735
469	0.3512987395
470	0.3511539763
471	0.3510663574
472	0.3510576727
473	0.3509523712
474	0.3508053108
475	0.3507224934
476	0.3506318027
477	0.3504164643
478	0.3503131166
479	0.3501945774
480	0.3500904337
481	0.3499093877
482	0.3498946562
483	0.3497139318
484	0.3494194949
485	0.3492730166
486	0.34916102
487	0.3490683118
488	0.3489174813
489	0.3488035071
490	0.3486489432
491	0.3484149275
492	0.3483180838
493	0.3481203594
494	0.3479437831
495	0.3478549232
496	0.3477577592
497	0.3475300302
498	0.3473640382
499	0.3472150777
500	0.3471522426
501	0.3471061324
502	0.3470007993
503	0.3469100359
504	0.3468990199
505	0.3468293684
506	0.3467393215
507	0.3466447654
508	0.3466053082
509	0.3463927815
510	0.3462535936
511	0.3459978229
512	0.3458894879
513	0.3457970443
514	0.3456055731
515	0.3453749436
516	0.3453077188
517	0.3451594726
518	0.3449821044
519	0.3449032978
520	0.344790415
521	0.3447808474
522	0.3447660556
523	0.3446622006
524	0.344579538
525	0.344333687
526	0.344238233
527	0.3440623661
528	0.3439164824
529	0.3438156348
530	0.343597306
531	0.3435963004
532	0.34345956
533	0.3433788017
534	0.3433031614
535	0.343181227
536	0.343144178
537	0.3430517595
538	0.3430105241
539	0.3427924324
540	0.3426211292
541	0.3424507821
542	0.3423760066
543	0.342283613
544	0.3422453816
545	0.342135547
546	0.3421201962
547	0.3420602991
548	0.3419301158
549	0.3418112201
550	0.3418106434
551	0.3417074854
552	0.3413396829
553	0.3412655333
554	0.3412073035
555	0.3411716848
556	0.3410201202
557	0.3409189641
558	0.3407609107
559	0.3406302174
560	0.3404188783
561	0.3402324376
562	0.3400247613
563	0.3400111208
564	0.3398994176
565	0.3397163896
566	0.3396726475
567	0.3395310133
568	0.3395205029
569	0.3393545943
570	0.3391574609
571	0.3390035932
572	0.3388664772
573	0.3386197021
574	0.3384830613
575	0.3384354442
576	0.3383806891
577	0.3382438811
578	0.3381068424
579	0.3380123175
580	0.3377718368
581	0.3377248295
582	0.3375112458
583	0.3373680595
584	0.3372598395
585	0.3371475198
586	0.3369437849
587	0.3367595484
588	0.3366011993
589	0.3365610507
590	0.336507459
591	0.3363746272
592	0.3362058323
593	0.3361430047
594	0.3360501789
595	0.3359173357
596	0.335759034
597	0.3356126476
598	0.3355406111
599	0.3354493817
600	0.335314243
601	0.3352165803
602	0.3351724058
603	0.3351327054
604	0.3350281409
605	0.3350203589
606	0.3348479805
607	0.3347532827
608	0.3344647131
609	0.3343286013
610	0.3341951342
611	0.3340718552
612	0.3340161366
613	0.3339508097
614	0.3336732418
615	0.333634448
616	0.3336217337
617	0.3332981888
618	0.3332340218
619	0.3331495516
620	0.3330741763
621	0.3329915646
622	0.3328257471
623	0.332769004
624	0.3325669149
625	0.3323516015
626	0.3322867582
627	0.3320927257
628	0.3319291416
629	0.3318733603
630	0.3317567753
631	0.3317046864
632	0.3315127402
633	0.3313283897
634	0.3312215922
635	0.3309929388
636	0.330893475
637	0.3306494814
638	0.3305917455
639	0.3304912568
640	0.3304813689
641	0.3304411165
642	0.3304303301
643	0.3304183787
644	0.3303229852
645	0.3302516913
646	0.3301380773
647	0.3300544417
648	0.3299975308
649	0.3298751529
650	0.3298714389
651	0.3297597346
652	0.3295493735
653	0.3294306307
654	0.3293316967
655	0.3291699963
656	0.3289800959
657	0.3289408706
658	0.3287485185
659	0.3287213647
660	0.3286312826
661	0.3285447685
662	0.3285342634
663	0.3284395565
664	0.328199447
665	0.3279950076
666	0.3278279932
667	0.3277281393
668	0.3275795284
669	0.3274625576
670	0.3273659673
671	0.3271874316
672	0.3270751078
673	0.3270154682
674	0.3268964273
675	0.3268132167
676	0.3267774713
677	0.3265020673
678	0.3263543873
679	0.3261892109
680	0.3261293695
681	0.3260738405
682	0.3259758639
683	0.3258090975
684	0.3256331682
685	0.3255350381
686	0.3253922337
687	0.3252592952
688	0.3251944358
689	0.3250832416
690	0.3249667833
691	0.3248714305
692	0.3247772463
693	0.3246025945
694	0.3245794046
695	0.3245298337
696	0.3244548333
697	0.3243130845
698	0.3241261334
699	0.3239238763
700	0.3238097784
701	0.3236966129
702	0.3236369053
703	0.3234635395
704	0.3232640468
705	0.3231053363
706	0.3229985493
707	0.3229266622
708	0.3228636052
709	0.3227023555
710	0.3226398201
711	0.3224945853
712	0.3224854565
713	0.3223471628
714	0.3222118552
715	0.3220567186
716	0.3217966577
717	0.321717023
718	0.3216642893
719	0.3215751851
720	0.3214927785
721	0.3213753184
722	0.3212803974
723	0.3211718231
724	0.3210612585
725	0.3209280753
726	0.3207410309
727	0.3205783549
728	0.3204887776
729	0.3204140555
730	0.3202762036
731	0.3201240637
732	0.3201122393
733	0.3200546985
734	0.3198937759
735	0.3198446306
736	0.3197702828
737	0.319585662
738	0.3194360021
739	0.3194002562
740	0.3192056335
741	0.3191528916
742	0.3189644214
743	0.3189364636
744	0.3187394901
745	0.3186415919
746	0.318442771
747	0.3183648117
748	0.3182039921
749	0.3181462699
750	0.3181386737
751	0.3179628594
752	0.3177392596
753	0.3177204387
754	0.3174940729
755	0.3173035613
756	0.3172771088
757	0.3171060091
758	0.3170925679
759	0.3170411896
760	0.3168884205
761	0.3168327214
762	0.316769156
763	0.3166473553
764	0.3164536542
765	0.3162642348
766	0.3160698394
767	0.315943555
768	0.3158461825
769	0.3158025167
770	0.3157099594
771	0.3156061196
772	0.3155412205
773	0.315324198
774	0.3152535272
775	0.3151753729
776	0.314933039
777	0.3148106365
778	0.3147199835
779	0.3145439689
780	0.3143192778
781	0.3141416254
782	0.3140105147
783	0.3139752779
784	0.3137528972
785	0.3136367897
786	0.3134341465
787	0.3133181291
788	0.3131795912
789	0.3129792645
790	0.3129647873
791	0.3128701872
792	0.3126132244
793	0.3125621318
794	0.3124005881
795	0.3122694162
796	0.3120408706
797	0.3118718551
798	0.3117680306
799	0.3115662712
800	0.3113732175
801	0.3112310877
802	0.3111091889
803	0.3109797647
804	0.3107727799
805	0.3106927444
806	0.3106133501
807	0.3105736772
808	0.3104954776
809	0.3104347782
810	0.3102757627
811	0.3101881793
812	0.3101210719
813	0.3099969328
814	0.3097680168
815	0.3096589208
816	0.3094631675
817	0.3092830952
818	0.3092080891
819	0.3090935591
820	0.3090024805
821	0.3088231688
822	0.3087958548
823	0.3087294954
824	0.3086304566
825	0.3085756366
826	0.3084653903
827	0.3083742099
828	0.3082608428
829	0.3082079297
830	0.3080576842
831	0.3079916483
832	0.3079483558
833	0.3077811957
834	0.3077252203
835	0.3076373521
836	0.3074889214
837	0.3074356986
838	0.3073788268
839	0.3073180792
840	0.307153311
841	0.3070221266
842	0.3068972122
843	0.306677117
844	0.3066169475
845	0.3064703896
846	0.3063388243
847	0.30626881
848	0.3061306777
849	0.3058269411
850	0.3057674915
851	0.3056889083
852	0.3055820905
853	0.3055338102
854	0.3055040317
855	0.3054260758
856	0.3053208189
857	0.3051925157
858	0.3050529685
859	0.3049849254
860	0.3047944266
861	0.3046968362
862	0.3044947197
863	0.3042999465
864	0.3041317382
865	0.3041094818
866	0.3039911706
867	0.3039097007
868	0.303768158
869	0.303600236
870	0.3035750444
871	0.3034608858
872	0.3033545472
873	0.3033068312
874	0.303166565
875	0.3030982562
876	0.303045485
877	0.3027299217
878	0.3025636407
879	0.3023748791
880	0.3022468803
881	0.3020887664
882	0.3020097641
883	0.301954776
884	0.301859105
885	0.3016869416
886	0.3016286741
887	0.3015332379
888	0.3015163619
889	0.3014363456
890	0.3013439548
891	0.3012945882
892	0.301265068
893	0.3011961032
894	0.3011256089
895	0.3009932825
896	0.3008523105
897	0.3007611894
898	0.3006592829
899	0.3004066444
900	0.3002923446
901	0.3002476351
902	0.300155208
903	0.3000811611
904	0.300000931
905	0.2998809168
906	0.299826187
907	0.2997283632
908	0.2996317956
909	0.2995233775
910	0.299358509
911	0.2992821818
912	0.2990226822
913	0.2989688384
914	0.2989042203
915	0.2987607895
916	0.2987208896
917	0.2986545596
918	0.2984222295
919	0.2984141616
920	0.298356306
921	0.2983390023
922	0.2982324994
923	0.2981864382
924	0.2979846123
925	0.2979014421
926	0.2976452943
927	0.2975098047
928	0.29744322
929	0.2972637941
930	0.2971330804
931	0.2970311461
932	0.2969868776
933	0.2968871224
934	0.2968209242
935	0.2966726154
936	0.2966327154
937	0.2965767995
938	0.2963470047
939	0.2963019671
940	0.2962590303
941	0.2962337898
942	0.2962063533
943	0.2960659778
944	0.2959531792
945	0.2958812484
946	0.2958336482
947	0.2957807106
948	0.2954930616
949	0.2953954144
950	0.2952912656
951	0.2952426905
952	0.2951785701
953	0.2951482473
954	0.2950157424
955	0.2947914443
956	0.2946165882
957	0.2944329427
958	0.2943191855
959	0.2941992575
960	0.2941856156
961	0.2941820287
962	0.294145574
963	0.2940748979
964	0.2940271515
965	0.2937976337
966	0.293710725
967	0.2936523965
968	0.2935349607
969	0.2933992241
970	0.2932036197
971	0.2929170645
972	0.2927351217
973	0.2926936249
974	0.2925434588
975	0.2923110031
976	0.2922694651
977	0.2922428003
978	0.2921957012
979	0.2921377483
980	0.2919153367
981	0.2917818566
982	0.2916807587
983	0.2916290965
984	0.2914999875
985	0.2913575001
986	0.2912989781
987	0.2911718815
988	0.2911010993
989	0.2910400877
990	0.2909709624
991	0.2908680215
992	0.2907288451
993	0.2906721751
994	0.290557733
995	0.2904535442
996	0.2903947551
997	0.2903559561
998	0.290310778
999	0.2902278502
